Gene	Class
PLLP	RheMac_UpReg
PLXNB1	RheMac_UpReg
PMM1	RheMac_UpReg
POMK	RheMac_UpReg
POU6F1	RheMac_UpReg
PPIB	RheMac_UpReg
PPM1K	RheMac_UpReg
PPP1R16B	RheMac_UpReg
PRIMA1	RheMac_UpReg
PRKAG1	RheMac_UpReg
PRKCQ	RheMac_UpReg
PRSS55	RheMac_UpReg
PSMB4	RheMac_UpReg
PSMC5	RheMac_UpReg
PTPN23	RheMac_UpReg
PTPRK	RheMac_UpReg
PUS10	RheMac_UpReg
PUS7L	RheMac_UpReg
RAD9A	RheMac_UpReg
RALGPS1	RheMac_UpReg
RALY	RheMac_UpReg
RALYL	RheMac_UpReg
RBM26	RheMac_UpReg
RBM38	RheMac_UpReg
RCCD1	RheMac_UpReg
RCVRN	RheMac_UpReg
RELL2	RheMac_UpReg
RETSAT	RheMac_UpReg
RFXANK	RheMac_UpReg
RGMA	RheMac_UpReg
RHPN2	RheMac_UpReg
RNPEPL1	RheMac_UpReg
ROGDI	RheMac_UpReg
RPS6KC1	RheMac_UpReg
RTEL1	RheMac_UpReg
RTTN	RheMac_UpReg
SAMD8	RheMac_UpReg
SCARB2	RheMac_UpReg
SCRN2	RheMac_UpReg
SDK2	RheMac_UpReg
SEC14L1	RheMac_UpReg
SETD2	RheMac_UpReg
SH3RF3	RheMac_UpReg
SH3TC1	RheMac_UpReg
SH3TC2	RheMac_UpReg
SIK3	RheMac_UpReg
SKIV2L	RheMac_UpReg
SLAIN1	RheMac_UpReg
SLAMF9	RheMac_UpReg
SLC12A4	RheMac_UpReg
SLC22A23	RheMac_UpReg
SLC25A1	RheMac_UpReg
SLC25A13	RheMac_UpReg
SLC25A38	RheMac_UpReg
SLC2A10	RheMac_UpReg
SLC35F6	RheMac_UpReg
SLC8A2	RheMac_UpReg
SLC9A9	RheMac_UpReg
SLFN13	RheMac_UpReg
SMG7	RheMac_UpReg
SNX33	RheMac_UpReg
SPAST	RheMac_UpReg
SPOCK3	RheMac_UpReg
ST3GAL6	RheMac_UpReg
ST5	RheMac_UpReg
ST7L	RheMac_UpReg
STEAP2	RheMac_UpReg
STIM1	RheMac_UpReg
STK38L	RheMac_UpReg
SUCO	RheMac_UpReg
SURF2	RheMac_UpReg
SWT1	RheMac_UpReg
SYNE1	RheMac_UpReg
TANGO6	RheMac_UpReg
TBC1D23	RheMac_UpReg
TBL1XR1	RheMac_UpReg
TCF3	RheMac_UpReg
TECPR2	RheMac_UpReg
TECR	RheMac_UpReg
THSD7A	RheMac_UpReg
THSD7B	RheMac_UpReg
TMBIM1	RheMac_UpReg
TMC6	RheMac_UpReg
TMC7	RheMac_UpReg
TMEM106C	RheMac_UpReg
TMEM125	RheMac_UpReg
TMEM134	RheMac_UpReg
TMEM143	RheMac_UpReg
TMEM246	RheMac_UpReg
TMTC1	RheMac_UpReg
TNS3	RheMac_UpReg
TOMM22	RheMac_UpReg
TOX2	RheMac_UpReg
TPP1	RheMac_UpReg
TPRA1	RheMac_UpReg
TRAPPC9	RheMac_UpReg
TRPM1	RheMac_UpReg
TRPM6	RheMac_UpReg
TRUB2	RheMac_UpReg
TSKU	RheMac_UpReg
TSPAN5	RheMac_UpReg
TTI2	RheMac_UpReg
TUB	RheMac_UpReg
TUBB4B	RheMac_UpReg
TUFT1	RheMac_UpReg
UBE2G1	RheMac_UpReg
ULK2	RheMac_UpReg
USP15	RheMac_UpReg
USP25	RheMac_UpReg
USP30	RheMac_UpReg
USP44	RheMac_UpReg
USP54	RheMac_UpReg
VANGL2	RheMac_UpReg
VAT1	RheMac_UpReg
VLDLR	RheMac_UpReg
VPS13C	RheMac_UpReg
VWA5A	RheMac_UpReg
WDR24	RheMac_UpReg
WDR54	RheMac_UpReg
WIPF2	RheMac_UpReg
WNT11	RheMac_UpReg
WRAP53	RheMac_UpReg
WRN	RheMac_UpReg
XPO7	RheMac_UpReg
XYLT2	RheMac_UpReg
ZBTB40	RheMac_UpReg
ZBTB44	RheMac_UpReg
ZBTB47	RheMac_UpReg
ZC3H11A	RheMac_UpReg
ZFP30	RheMac_UpReg
ZFP90	RheMac_UpReg
ZNF16	RheMac_UpReg
ZNF175	RheMac_UpReg
ZNF33B	RheMac_UpReg
ZNF346	RheMac_UpReg
ZNF350	RheMac_UpReg
ZNF502	RheMac_UpReg
ZNF546	RheMac_UpReg
ZNF565	RheMac_UpReg
ZNF596	RheMac_UpReg
ZNF653	RheMac_UpReg
ZNF669	RheMac_UpReg
ZNF7	RheMac_UpReg
ZNF813	RheMac_UpReg
ZNF850	RheMac_UpReg
ZNF862	RheMac_UpReg
ZNFX1	RheMac_UpReg
ZSCAN18	RheMac_UpReg
ZSWIM8	RheMac_UpReg
ZZEF1	RheMac_UpReg
ABCA5	RheMac_DownReg
ABCA9	RheMac_DownReg
ABLIM1	RheMac_DownReg
ACAA1	RheMac_DownReg
ACSS1	RheMac_DownReg
ADAM10	RheMac_DownReg
ADCY2	RheMac_DownReg
ALDH1L1	RheMac_DownReg
AP1G1	RheMac_DownReg
APOL6	RheMac_DownReg
ARHGAP31	RheMac_DownReg
ARHGAP42	RheMac_DownReg
ATF7IP2	RheMac_DownReg
ATIC	RheMac_DownReg
ATP6V1A	RheMac_DownReg
BBS2	RheMac_DownReg
BBX	RheMac_DownReg
BCAR1	RheMac_DownReg
BMPR1B	RheMac_DownReg
BNIP3L	RheMac_DownReg
C11orf54	RheMac_DownReg
C11orf65	RheMac_DownReg
C12orf76	RheMac_DownReg
C14orf132	RheMac_DownReg
C16orf45	RheMac_DownReg
C16orf87	RheMac_DownReg
C17orf51	RheMac_DownReg
C6orf163	RheMac_DownReg
CAB39L	RheMac_DownReg
CACHD1	RheMac_DownReg
CAPRIN1	RheMac_DownReg
CAPRIN2	RheMac_DownReg
CAPS2	RheMac_DownReg
CARS	RheMac_DownReg
CBFB	RheMac_DownReg
CBR4	RheMac_DownReg
CC2D2A	RheMac_DownReg
CCDC112	RheMac_DownReg
CCDC148	RheMac_DownReg
CCDC40	RheMac_DownReg
CCDC92	RheMac_DownReg
CCNH	RheMac_DownReg
CCZ1	RheMac_DownReg
CD164	RheMac_DownReg
CD2AP	RheMac_DownReg
CDC42SE1	RheMac_DownReg
CDHR1	RheMac_DownReg
CDK5RAP3	RheMac_DownReg
CDKL1	RheMac_DownReg
CELSR3	RheMac_DownReg
CEP164	RheMac_DownReg
CEP290	RheMac_DownReg
CEP95	RheMac_DownReg
CGNL1	RheMac_DownReg
CHPT1	RheMac_DownReg
CIAO1	RheMac_DownReg
CIT	RheMac_DownReg
CNKSR1	RheMac_DownReg
COL28A1	RheMac_DownReg
COLGALT2	RheMac_DownReg
COMMD2	RheMac_DownReg
COX20	RheMac_DownReg
CPT1A	RheMac_DownReg
CREBZF	RheMac_DownReg
CTDSPL	RheMac_DownReg
CTSL	RheMac_DownReg
CUX1	RheMac_DownReg
CXXC4	RheMac_DownReg
CYP46A1	RheMac_DownReg
DDX21	RheMac_DownReg
DGKD	RheMac_DownReg
DLG5	RheMac_DownReg
DNAJB14	RheMac_DownReg
DOCK5	RheMac_DownReg
DTWD2	RheMac_DownReg
DZIP1L	RheMac_DownReg
EFHD1	RheMac_DownReg
ERMP1	RheMac_DownReg
ESYT2	RheMac_DownReg
EVI2B	RheMac_DownReg
EVI5	RheMac_DownReg
EZH1	RheMac_DownReg
FADS3	RheMac_DownReg
FAHD2A	RheMac_DownReg
FAM107B	RheMac_DownReg
FAM126A	RheMac_DownReg
FAM13C	RheMac_DownReg
FAM217B	RheMac_DownReg
FAM227A	RheMac_DownReg
FAM84B	RheMac_DownReg
FBXL2	RheMac_DownReg
FGD6	RheMac_DownReg
FGFR3	RheMac_DownReg
FKBP11	RheMac_DownReg
FTH1	RheMac_DownReg
GABPB2	RheMac_DownReg
GALNT10	RheMac_DownReg
GLTP	RheMac_DownReg
GPALPP1	RheMac_DownReg
GRSF1	RheMac_DownReg
GTPBP10	RheMac_DownReg
HARS	RheMac_DownReg
HIF3A	RheMac_DownReg
HMG20A	RheMac_DownReg
HSPA12A	RheMac_DownReg
ICA1L	RheMac_DownReg
IFT122	RheMac_DownReg
IGF2R	RheMac_DownReg
INTU	RheMac_DownReg
IP6K3	RheMac_DownReg
IQGAP1	RheMac_DownReg
ITGB4	RheMac_DownReg
IWS1	RheMac_DownReg
JMY	RheMac_DownReg
KCNH8	RheMac_DownReg
KDM5A	RheMac_DownReg
KIAA1614	RheMac_DownReg
KIAA1841	RheMac_DownReg
KLHL3	RheMac_DownReg
KREMEN1	RheMac_DownReg
KTN1	RheMac_DownReg
L3MBTL4	RheMac_DownReg
LCLAT1	RheMac_DownReg
LGR5	RheMac_DownReg
LRP1B	RheMac_DownReg
LRP2	RheMac_DownReg
LRRC7	RheMac_DownReg
LYSMD3	RheMac_DownReg
MAP4K5	RheMac_DownReg
MAPK6	RheMac_DownReg
MCC	RheMac_DownReg
MDM2	RheMac_DownReg
METTL14	RheMac_DownReg
MFAP3L	RheMac_DownReg
MGLL	RheMac_DownReg
MGRN1	RheMac_DownReg
MICAL1	RheMac_DownReg
MMS22L	RheMac_DownReg
MNS1	RheMac_DownReg
MOB1B	RheMac_DownReg
MPHOSPH6	RheMac_DownReg
MRPS30	RheMac_DownReg
MSANTD4	RheMac_DownReg
MTR	RheMac_DownReg
NAP1L1	RheMac_DownReg
NAV3	RheMac_DownReg
NDUFB5	RheMac_DownReg
NEK11	RheMac_DownReg
NFIC	RheMac_DownReg
NIN	RheMac_DownReg
NME7	RheMac_DownReg
NOB1	RheMac_DownReg
NSRP1	RheMac_DownReg
NTRK2	RheMac_DownReg
NUDT3	RheMac_DownReg
NUMA1	RheMac_DownReg
OLFML2B	RheMac_DownReg
OSGEP	RheMac_DownReg
PACRGL	RheMac_DownReg
PACS1	RheMac_DownReg
PCCB	RheMac_DownReg
PCMTD1	RheMac_DownReg
PDE1A	RheMac_DownReg
PDE9A	RheMac_DownReg
PDK4	RheMac_DownReg
PDS5B	RheMac_DownReg
PHF21B	RheMac_DownReg
PHTF2	RheMac_DownReg
PHYKPL	RheMac_DownReg
PIEZO1	RheMac_DownReg
PKM	RheMac_DownReg
PLA2G4C	RheMac_DownReg
PLEKHA5	RheMac_DownReg
PLXND1	RheMac_DownReg
PMP2	RheMac_DownReg
PMPCB	RheMac_DownReg
PPA2	RheMac_DownReg
PPP1R12B	RheMac_DownReg
PPP2R1B	RheMac_DownReg
PREPL	RheMac_DownReg
PRKCA	RheMac_DownReg
PRKCB	RheMac_DownReg
PROCA1	RheMac_DownReg
PSMD7	RheMac_DownReg
PSMD9	RheMac_DownReg
PSRC1	RheMac_DownReg
PXDN	RheMac_DownReg
QTRT1	RheMac_DownReg
R3HDM2	RheMac_DownReg
RAB3GAP1	RheMac_DownReg
RABL2A	RheMac_DownReg
RAD50	RheMac_DownReg
RAD51B	RheMac_DownReg
RAI14	RheMac_DownReg
RASA3	RheMac_DownReg
RASAL1	RheMac_DownReg
RBBP4	RheMac_DownReg
RBMS3	RheMac_DownReg
RFC1	RheMac_DownReg
RFFL	RheMac_DownReg
RGL1	RheMac_DownReg
RHOU	RheMac_DownReg
RMDN1	RheMac_DownReg
ROBO1	RheMac_DownReg
ROBO3	RheMac_DownReg
RPAIN	RheMac_DownReg
RPL5	RheMac_DownReg
RSBN1L	RheMac_DownReg
SAMD15	RheMac_DownReg
SCN9A	RheMac_DownReg
SCRN1	RheMac_DownReg
SDAD1	RheMac_DownReg
SEC22C	RheMac_DownReg
SECISBP2	RheMac_DownReg
SEPT2	RheMac_DownReg
SERPINB6	RheMac_DownReg
SESTD1	RheMac_DownReg
SGK3	RheMac_DownReg
SHC4	RheMac_DownReg
SHMT1	RheMac_DownReg
SLC1A3	RheMac_DownReg
SLC35E4	RheMac_DownReg
SLC7A6OS	RheMac_DownReg
SNRNP35	RheMac_DownReg
SOAT1	RheMac_DownReg
SP100	RheMac_DownReg
SP140	RheMac_DownReg
SPAG8	RheMac_DownReg
SRP9	RheMac_DownReg
SRRM3	RheMac_DownReg
SSR3	RheMac_DownReg
STAMBP	RheMac_DownReg
STK25	RheMac_DownReg
STPG1	RheMac_DownReg
STRIP2	RheMac_DownReg
STX2	RheMac_DownReg
STXBP3	RheMac_DownReg
SVIL	RheMac_DownReg
SWAP70	RheMac_DownReg
SYCP2L	RheMac_DownReg
TADA2A	RheMac_DownReg
TAF11	RheMac_DownReg
TAPBP	RheMac_DownReg
TBC1D32	RheMac_DownReg
TBCK	RheMac_DownReg
TCF7L2	RheMac_DownReg
TIPIN	RheMac_DownReg
TMCO1	RheMac_DownReg
TMEM140	RheMac_DownReg
TMEM167A	RheMac_DownReg
TMEM170A	RheMac_DownReg
TMEM18	RheMac_DownReg
TMEM98	RheMac_DownReg
TP53INP1	RheMac_DownReg
TPGS1	RheMac_DownReg
TRAK1	RheMac_DownReg
TRAPPC6B	RheMac_DownReg
TRIM37	RheMac_DownReg
TRIM46	RheMac_DownReg
TRMT13	RheMac_DownReg
TSN	RheMac_DownReg
TTC3	RheMac_DownReg
TTLL6	RheMac_DownReg
TUBE1	RheMac_DownReg
UBXN7	RheMac_DownReg
UGP2	RheMac_DownReg
UNC79	RheMac_DownReg
USO1	RheMac_DownReg
VSIG10	RheMac_DownReg
WDPCP	RheMac_DownReg
WDR61	RheMac_DownReg
XAF1	RheMac_DownReg
ZBTB37	RheMac_DownReg
ZCWPW1	RheMac_DownReg
ZDHHC11	RheMac_DownReg
ZFP41	RheMac_DownReg
ZNF133	RheMac_DownReg
ZNF154	RheMac_DownReg
ZNF326	RheMac_DownReg
ZNF397	RheMac_DownReg
ZNF415	RheMac_DownReg
ZNF418	RheMac_DownReg
ZNF506	RheMac_DownReg
ZNF529	RheMac_DownReg
ZNF562	RheMac_DownReg
ZNF594	RheMac_DownReg
ZNF611	RheMac_DownReg
ZNF680	RheMac_DownReg
ZNF681	RheMac_DownReg
ZNF706	RheMac_DownReg
ZNF708	RheMac_DownReg
ZNF791	RheMac_DownReg
ZNF891	RheMac_DownReg
